itemId,family,scientificName,fileName,imageThumbnailUrl,description
,|Pyralidae|Galleriinae  (subfamily),Meyriccia latro,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30228_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Apomyelois ceratoniae,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30248_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Assara seminivale,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30261_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Cadra cautella,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30273_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Cadra figulilella,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30288_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Cryptoblabes hemigypsa,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30303_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Ephestia elutella,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30314_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Ephestia kuehniella,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30329_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Etiella chrysoporella,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30344_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Etiella grisea,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30359_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Etiella hobsoni,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30374_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Etiella scitivittalis,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30389_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Etiella walsinghamella,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30404_g2_serialNumber_2.jpeg,missing
,|Pyralidae|Phycitinae  (subfamily),Etiella zinckenella,missing,main.php_g2_view_core.DownloadItem_g2_itemId_30416_g2_serialNumber_2.jpeg,missing
